player,player_id,pass_angle,pass_length,under_pressure,pass_cross,pass_cut_back,pass_inswinging,pass_outswinging,pass_through_ball,pass_switch,pass_normal,location_x,location_y,pass_end_location_x,pass_end_location_y,play_pattern_from_corner,play_pattern_from_counter,play_pattern_from_free_kick,play_pattern_from_goal_kick,play_pattern_from_keeper,play_pattern_from_kick_off,play_pattern_from_throw_in,play_pattern_regular_play,pass_body_part_left_foot,pass_body_part_right_foot,pass_height_ground_pass,pass_height_high_pass,pass_height_low_pass,pass_completed
Eden Hazard,3621,2.099368,14.475496,0,0,0,0,0,0,0,1,42.7,36.1,35.4,48.6,0,0,0,0,0,0,0,1,0,1,0,0,1,1
Francesc Fàbregas i Soler,3478,-0.90796906,19.663671,0,0,0,0,0,0,0,1,34.3,46.1,46.4,30.6,0,0,0,0,0,0,0,1,0,1,1,0,0,1
Oscar dos Santos Emboaba Júnior,40122,0.9933567,15.754364,0,0,0,0,0,0,0,1,47.4,30.4,56.0,43.6,0,0,0,0,0,0,0,1,0,1,1,0,0,1
Eden Hazard,3621,1.0309724,28.794617,0,0,0,0,0,0,0,1,77.7,44.3,92.5,69.0,0,0,0,0,0,0,0,1,0,1,1,0,0,1
Branislav Ivanović,5594,-0.6209396,16.844286,0,0,0,0,0,0,0,1,95.2,69.0,108.9,59.2,0,0,0,0,0,0,0,1,0,1,1,0,0,1
Oscar dos Santos Emboaba Júnior,40122,-1.7570617,33.4791,0,0,0,0,1,0,0,0,120.0,80.0,113.8,47.1,1,0,0,0,0,0,0,0,0,1,0,1,0,0
Gary Cahill,3645,-1.531855,7.705842,1,0,0,0,0,0,0,1,107.5,57.0,107.8,49.3,1,0,0,0,0,0,0,0,0,1,0,0,1,1
Oscar dos Santos Emboaba Júnior,40122,-1.3362911,48.63106,1,1,0,0,0,0,1,0,104.5,72.2,115.8,24.9,1,0,0,0,0,0,0,0,0,1,0,1,0,1
Diego da Silva Costa,5198,1.1659045,10.662083,0,1,0,0,0,0,0,0,115.8,24.9,120.0,34.7,1,0,0,0,0,0,0,0,1,0,0,0,1,0
César Azpilicueta Tanco,3957,0.4024428,16.085087,0,0,0,0,0,0,0,1,64.9,0.1,79.7,6.4,0,0,0,0,0,0,1,0,0,1,0,0,1,1
César Azpilicueta Tanco,3957,0.8630858,11.844408,0,0,0,0,0,0,0,1,83.9,0.1,91.6,9.1,0,0,0,0,0,0,1,0,0,1,0,0,1,1
César Azpilicueta Tanco,3957,0.9365542,10.800463,0,0,0,0,0,0,0,1,82.9,0.1,89.3,8.8,0,0,0,0,0,0,1,0,0,1,0,0,1,1
Eden Hazard,3621,-0.23936862,17.293062,0,0,0,0,0,0,0,1,87.0,8.3,103.8,4.2,0,0,0,0,0,0,1,0,0,1,0,0,1,1
Diego da Silva Costa,5198,1.5947438,16.70479,1,0,0,0,0,0,0,1,113.4,4.0,113.0,20.7,0,0,0,0,0,0,1,0,1,0,1,0,0,0
César Azpilicueta Tanco,3957,1.5889761,11.001818,0,0,0,0,0,0,0,1,103.7,0.1,103.5,11.1,0,0,0,0,0,0,1,0,0,1,0,0,1,1
Willian Borges da Silva,3472,-3.125721,25.203175,0,0,0,0,0,0,0,1,103.5,11.1,78.3,10.7,0,0,0,0,0,0,1,0,0,1,0,0,1,1
Nemanja Matić,3381,1.4990634,16.74306,1,0,0,0,0,0,0,1,78.4,10.1,79.6,26.8,0,0,0,0,0,0,1,0,1,0,0,0,1,1
Francesc Fàbregas i Soler,3478,2.5943084,29.978659,1,0,0,0,0,0,0,1,78.4,25.8,52.8,41.4,0,0,0,0,0,0,1,0,0,1,0,1,0,1
Gary Cahill,3645,0.62385523,19.343733,0,0,0,0,0,0,0,1,49.6,65.7,65.3,77.0,0,0,0,0,0,0,1,0,0,1,1,0,0,1
Branislav Ivanović,5594,-0.83535653,14.159802,0,0,0,0,0,0,0,1,65.0,77.3,74.5,66.8,0,0,0,0,0,0,1,0,0,1,1,0,0,0
Oscar dos Santos Emboaba Júnior,40122,-0.5304935,53.561646,1,0,0,0,0,1,0,0,56.1,53.6,102.3,26.5,0,0,0,0,0,0,0,1,0,1,0,1,0,0
Eden Hazard,3621,0.39334115,15.915401,0,0,0,0,0,0,0,1,85.3,0.1,100.0,6.2,0,0,0,0,0,0,1,0,0,1,0,0,1,1
Diego da Silva Costa,5198,2.9739501,6.59242,0,0,0,0,0,0,0,1,100.0,6.2,93.5,7.3,0,0,0,0,0,0,1,0,0,1,1,0,0,1
César Azpilicueta Tanco,3957,0.17207797,37.960636,0,0,0,0,0,0,0,1,26.2,0.1,63.6,6.6,0,0,0,0,0,0,1,0,0,1,0,1,0,1
Thibaut Courtois,3509,0.50416595,66.24198,0,0,0,0,0,0,0,1,7.0,44.1,65.0,76.1,0,0,0,1,0,0,0,0,0,1,0,1,0,1
Branislav Ivanović,5594,-0.3857201,17.808426,1,0,0,0,0,0,0,1,65.0,76.1,81.5,69.4,0,0,0,1,0,0,0,0,0,1,0,1,0,1
Diego da Silva Costa,5198,0.09966865,2.0099752,1,0,0,0,0,0,0,1,81.4,69.0,83.4,69.2,0,0,0,1,0,0,0,0,0,1,0,1,0,0
Willian Borges da Silva,3472,-1.0608243,6.7601776,0,0,0,0,0,0,0,1,44.1,48.9,47.4,43.0,0,0,0,0,0,0,0,1,0,1,1,0,0,1
Francesc Fàbregas i Soler,3478,-2.4909658,16.840427,0,0,0,0,0,0,0,1,47.4,43.0,34.0,32.8,0,0,0,0,0,0,0,1,0,1,0,0,1,1
John Terry,20287,-0.7012599,5.8898215,0,0,0,0,0,0,0,1,34.0,32.8,38.5,29.0,0,0,0,0,0,0,0,1,1,0,1,0,0,1
Nemanja Matić,3381,0.37337637,10.417773,0,0,0,0,0,0,0,1,38.5,29.0,48.2,32.8,0,0,0,0,0,0,0,1,0,1,1,0,0,1
Francesc Fàbregas i Soler,3478,-1.948563,13.555811,0,0,0,0,0,0,0,1,50.1,34.7,45.1,22.1,0,0,0,0,0,0,0,1,0,1,1,0,0,1
Willian Borges da Silva,3472,-1.2546637,11.257886,1,0,0,0,0,0,0,1,46.3,22.7,49.8,12.0,0,0,0,0,0,0,0,1,0,1,1,0,0,1
Oscar dos Santos Emboaba Júnior,40122,1.3366761,24.570307,0,0,0,0,0,0,0,1,50.9,14.3,56.6,38.2,0,0,0,0,0,0,0,1,0,1,0,0,1,1
Francesc Fàbregas i Soler,3478,-2.375423,7.3552704,0,0,0,0,0,0,0,1,56.6,38.2,51.3,33.1,0,0,0,0,0,0,0,1,1,0,1,0,0,1
Nemanja Matić,3381,1.7531732,24.81149,0,0,0,0,0,0,0,1,71.8,47.5,67.3,71.9,0,0,0,0,0,0,0,1,1,0,1,0,0,1
Branislav Ivanović,5594,-1.9794831,13.839798,0,0,0,0,0,0,0,1,67.1,71.9,61.6,59.2,0,0,0,0,0,0,0,1,0,1,1,0,0,1
Francesc Fàbregas i Soler,3478,1.3490154,10.456099,1,0,0,0,0,0,0,1,63.9,60.2,66.2,70.4,0,0,0,0,0,0,0,1,0,1,1,0,0,1
Branislav Ivanović,5594,-2.3799055,35.78966,0,0,0,0,0,0,0,1,66.2,70.4,40.3,45.7,0,0,0,0,0,0,0,1,0,1,1,0,0,1
Gary Cahill,3645,-1.3913141,24.086926,0,0,0,0,0,0,0,1,41.5,45.4,45.8,21.7,0,0,0,0,0,0,0,1,0,1,1,0,0,1
John Terry,20287,0.17930344,16.260689,0,0,0,0,0,0,0,1,45.8,21.7,61.8,24.6,0,0,0,0,0,0,0,1,0,1,1,0,0,1
Oscar dos Santos Emboaba Júnior,40122,1.3497492,18.243902,0,0,0,0,0,0,0,1,62.9,25.8,66.9,43.6,0,0,0,0,0,0,0,1,0,1,1,0,0,1
Francesc Fàbregas i Soler,3478,-0.31249157,20.492437,0,0,0,0,0,0,0,1,68.1,43.8,87.6,37.5,0,0,0,0,0,0,0,1,0,1,1,0,0,1
Eden Hazard,3621,0.40434802,24.147257,0,0,0,0,0,1,0,0,89.0,33.8,111.2,43.3,0,0,0,0,0,0,0,1,0,1,1,0,0,0
César Azpilicueta Tanco,3957,0.015788162,19.002369,0,0,0,0,0,0,0,1,42.6,0.1,61.6,0.4,0,0,0,0,0,0,1,0,0,1,0,1,0,0
Nemanja Matić,3381,0.3529904,8.099382,0,0,0,0,0,0,0,1,63.6,5.6,71.2,8.4,0,0,0,0,0,0,0,1,1,0,1,0,0,1
Diego da Silva Costa,5198,2.2980077,14.591093,0,0,0,0,0,0,0,1,71.2,8.4,61.5,19.3,0,0,0,0,0,0,0,1,0,1,0,0,1,1
Oscar dos Santos Emboaba Júnior,40122,1.4858946,28.301943,0,0,0,0,0,0,0,1,68.1,16.2,70.5,44.4,0,0,0,0,0,0,0,1,0,1,1,0,0,0
Francesc Fàbregas i Soler,3478,-0.9013417,17.72597,0,0,0,0,0,0,0,1,54.9,42.1,65.9,28.2,0,0,1,0,0,0,0,0,0,1,1,0,0,1
Oscar dos Santos Emboaba Júnior,40122,2.3974934,8.563293,0,0,0,0,0,0,0,1,64.3,32.4,58.0,38.2,0,0,1,0,0,0,0,0,0,1,1,0,0,1
Nemanja Matić,3381,-1.2296097,14.644112,0,0,0,0,0,0,0,1,58.0,38.2,62.9,24.4,0,0,1,0,0,0,0,0,1,0,1,0,0,1
Oscar dos Santos Emboaba Júnior,40122,1.4382448,21.185844,0,0,0,0,0,0,0,1,62.9,24.4,65.7,45.4,0,0,1,0,0,0,0,0,0,1,1,0,0,1
Willian Borges da Silva,3472,-2.9382565,9.904039,0,0,0,0,0,0,0,1,65.7,45.4,56.0,43.4,0,0,1,0,0,0,0,0,0,1,1,0,0,1
Francesc Fàbregas i Soler,3478,0.5767531,22.189411,0,0,0,0,0,0,0,1,56.0,43.4,74.6,55.5,0,0,1,0,0,0,0,0,0,1,1,0,0,1
Eden Hazard,3621,2.410686,11.684606,0,0,0,0,0,0,0,1,77.3,55.5,68.6,63.3,0,0,1,0,0,0,0,0,0,1,1,0,0,0
Eden Hazard,3621,1.6212585,9.912619,0,0,0,0,0,0,0,1,72.2,65.3,71.7,75.2,0,0,1,0,0,0,0,0,0,1,1,0,0,1
Willian Borges da Silva,3472,-0.95470196,16.786304,0,0,0,0,0,0,0,1,71.7,75.2,81.4,61.5,0,0,1,0,0,0,0,0,0,1,1,0,0,1
Diego da Silva Costa,5198,-2.726518,6.44748,0,0,0,0,0,0,0,1,72.8,43.6,66.9,41.0,0,0,0,0,0,0,0,1,0,1,1,0,0,1
Eden Hazard,3621,-1.9622015,6.8154235,0,0,0,0,0,0,0,1,66.6,41.0,64.0,34.7,0,0,0,0,0,0,0,1,0,1,1,0,0,1
Nemanja Matić,3381,1.6379222,11.926861,0,0,0,0,0,0,0,1,64.3,34.8,63.5,46.7,0,0,0,0,0,0,0,1,1,0,1,0,0,1
Francesc Fàbregas i Soler,3478,-1.5282688,9.408506,0,0,0,0,0,0,0,1,63.5,46.7,63.9,37.3,0,0,0,0,0,0,0,1,0,1,1,0,0,1
Nemanja Matić,3381,0.5151779,15.6285,0,0,0,0,0,0,0,1,64.3,37.1,77.9,44.8,0,0,0,0,0,0,0,1,1,0,1,0,0,1
Eden Hazard,3621,-0.20653607,10.728001,0,0,0,0,0,0,0,1,77.4,44.8,87.9,42.6,0,0,0,0,0,0,0,1,0,1,1,0,0,0
John Terry,20287,-0.79615045,13.152946,1,0,0,0,0,0,0,1,47.4,45.8,56.6,36.4,0,0,0,0,0,0,0,1,1,0,0,0,1,1
Nemanja Matić,3381,-1.3122897,21.51488,0,0,0,0,0,0,0,1,57.0,36.4,62.5,15.6,0,0,0,0,0,0,0,1,1,0,1,0,0,1
Oscar dos Santos Emboaba Júnior,40122,-2.9747374,9.633795,0,0,0,0,0,0,0,1,78.9,17.2,69.4,15.6,0,0,0,0,0,0,0,1,1,0,1,0,0,1
Nemanja Matić,3381,-0.07698255,36.40783,0,0,0,0,0,0,0,1,69.4,15.6,105.7,12.8,0,0,0,0,0,0,0,1,1,0,1,0,0,0
Gary Cahill,3645,-1.2203652,15.438264,0,0,0,0,0,0,0,1,42.7,27.6,48.0,13.1,0,0,0,0,0,0,0,1,0,1,1,0,0,1
John Terry,20287,-0.7513205,12.452309,0,0,0,0,0,0,0,1,48.0,13.1,57.1,4.6,0,0,0,0,0,0,0,1,0,1,1,0,0,1
César Azpilicueta Tanco,3957,0.42449713,19.423954,0,0,0,0,0,0,0,1,59.2,5.5,76.9,13.5,0,0,0,0,0,0,0,1,0,1,1,0,0,1
Oscar dos Santos Emboaba Júnior,40122,-2.8890383,9.604687,0,0,0,0,0,0,0,1,76.9,13.5,67.6,11.1,0,0,0,0,0,0,0,1,0,1,1,0,0,1
Eden Hazard,3621,1.1318905,39.76946,0,0,0,0,0,0,0,1,63.1,23.5,80.0,59.5,0,0,0,0,0,0,0,1,0,1,0,0,1,0
César Azpilicueta Tanco,3957,1.2113278,16.772001,0,0,0,0,0,0,0,1,109.2,0.1,115.1,15.8,0,0,0,0,0,0,1,0,0,1,0,1,0,1
Eden Hazard,3621,2.7707014,7.725283,0,0,0,0,0,0,0,1,114.0,12.0,106.8,14.8,0,0,0,0,0,0,1,0,0,1,1,0,0,1
Willian Borges da Silva,3472,2.2648742,19.384789,0,0,0,0,0,0,0,1,106.8,14.8,94.4,29.7,0,0,0,0,0,0,1,0,0,1,1,0,0,1
Francesc Fàbregas i Soler,3478,1.6018126,41.920162,0,0,0,0,0,0,1,0,94.4,29.7,93.1,71.6,0,0,0,0,0,0,1,0,0,1,0,0,1,1
Branislav Ivanović,5594,0.793272,8.980535,0,0,0,0,0,0,0,1,88.9,68.8,95.2,75.2,0,0,0,0,0,0,1,0,0,1,1,0,0,0
Nemanja Matić,3381,0.71217024,18.36328,0,0,0,0,0,0,0,1,16.3,33.4,30.2,45.4,0,1,0,0,0,0,0,0,0,1,1,0,0,1
Francesc Fàbregas i Soler,3478,-0.7587378,21.220745,1,0,0,0,0,0,0,1,31.0,43.6,46.4,29.0,0,1,0,0,0,0,0,0,0,1,1,0,0,1
Oscar dos Santos Emboaba Júnior,40122,-0.19866459,30.907928,0,0,0,0,0,0,0,1,63.2,25.5,93.5,19.4,0,1,0,0,0,0,0,0,0,1,1,0,0,1
Francesc Fàbregas i Soler,3478,1.8085346,30.147968,0,0,0,1,0,0,0,0,120.0,0.1,112.9,29.4,1,0,0,0,0,0,0,0,0,1,0,1,0,0
Francesc Fàbregas i Soler,3478,2.1489146,16.835974,0,0,0,0,0,0,0,1,110.2,0.1,101.0,14.2,0,0,0,0,0,0,1,0,0,1,0,0,1,1
Nemanja Matić,3381,-0.672971,8.823832,0,0,0,0,0,0,0,1,47.7,10.5,54.6,5.0,0,0,0,0,0,0,0,1,1,0,1,0,0,1
Oscar dos Santos Emboaba Júnior,40122,1.5343541,19.212757,0,0,0,0,0,0,0,1,54.9,9.8,55.6,29.0,0,0,0,0,0,0,0,1,0,1,1,0,0,1
Francesc Fàbregas i Soler,3478,0.53581125,29.77247,0,0,0,0,0,0,0,1,58.8,32.7,84.4,47.9,0,0,0,0,0,0,0,1,0,1,1,0,0,0
Branislav Ivanović,5594,-0.844154,13.245754,0,0,0,0,0,0,0,1,88.3,80.0,97.1,70.1,0,0,0,0,0,0,1,0,0,1,0,1,0,1
Eden Hazard,3621,-1.8717166,12.1457815,0,0,0,0,0,0,0,1,88.9,69.0,85.3,57.4,0,0,0,0,0,0,1,0,1,0,1,0,0,1
Nemanja Matić,3381,0.6882782,77.29748,0,0,0,0,0,0,1,0,48.2,28.2,107.9,77.3,0,0,1,0,0,0,0,0,1,0,0,1,0,1
Branislav Ivanović,5594,-2.819842,7.905694,0,0,1,0,0,0,0,0,116.1,61.0,108.6,58.5,0,0,1,0,0,0,0,0,0,1,1,0,0,1
Willian Borges da Silva,3472,-0.6771276,6.5436993,0,0,0,0,0,0,0,1,109.6,58.2,114.7,54.1,0,0,1,0,0,0,0,0,0,1,0,0,1,0
Gary Cahill,3645,-2.17245,16.25423,0,0,0,0,0,0,0,1,64.9,68.2,55.7,54.8,0,0,0,0,0,0,0,1,0,1,1,0,0,1
John Terry,20287,0.73870313,15.148598,0,0,0,0,0,0,0,1,55.7,54.8,66.9,65.0,0,0,0,0,0,0,0,1,0,1,1,0,0,1
Francesc Fàbregas i Soler,3478,-0.055498507,25.23886,0,0,0,0,0,0,0,1,66.9,65.0,92.1,63.6,0,0,0,0,0,0,0,1,0,1,0,0,1,1
Francesc Fàbregas i Soler,3478,-0.41822433,12.803515,0,0,0,0,0,0,0,1,84.2,59.2,95.9,54.0,0,0,0,0,0,0,0,1,0,1,1,0,0,1
Diego da Silva Costa,5198,-2.8083484,5.5027266,0,0,0,0,0,0,0,1,95.9,54.0,90.7,52.2,0,0,0,0,0,0,0,1,0,1,1,0,0,0
Nemanja Matić,3381,1.8745308,7.0213957,0,0,0,0,0,0,0,1,77.7,42.8,75.6,49.5,0,0,0,0,0,0,0,1,1,0,1,0,0,1
Eden Hazard,3621,1.2417467,21.66218,0,0,0,0,0,0,0,1,82.9,54.8,89.9,75.3,0,0,0,0,0,0,0,1,1,0,1,0,0,1
Willian Borges da Silva,3472,-0.99503803,13.591173,0,0,0,0,0,0,0,1,89.9,75.3,97.3,63.9,0,0,0,0,0,0,0,1,0,1,1,0,0,1
Oscar dos Santos Emboaba Júnior,40122,-1.0551224,46.438885,0,1,0,0,0,0,1,0,97.1,65.0,120.0,24.6,0,0,1,0,0,0,0,0,0,1,0,1,0,0
Nemanja Matić,3381,0.5456551,16.37834,0,0,0,0,0,0,0,1,41.3,31.8,55.3,40.3,0,0,0,0,0,0,0,1,0,1,1,0,0,1
John Terry,20287,-1.2782346,8.668333,0,0,0,0,0,0,0,1,55.3,39.9,57.8,31.6,0,0,1,0,0,0,0,0,0,1,1,0,0,1
Nemanja Matić,3381,-0.98279375,21.633308,0,0,0,0,0,0,0,1,67.6,23.0,79.6,5.0,0,0,1,0,0,0,0,0,1,0,1,0,0,1
Oscar dos Santos Emboaba Júnior,40122,-1.0138948,6.2433963,1,0,0,0,0,0,0,1,76.7,9.3,80.0,4.0,0,0,1,0,0,0,0,0,0,1,1,0,0,1
César Azpilicueta Tanco,3957,2.3455565,13.29436,0,0,0,0,0,0,0,1,80.1,4.0,70.8,13.5,0,0,1,0,0,0,0,0,1,0,1,0,0,1
Oscar dos Santos Emboaba Júnior,40122,0.3961826,16.584631,0,0,0,0,0,0,0,1,70.5,13.5,85.8,19.9,0,0,1,0,0,0,0,0,0,1,1,0,0,1
Diego da Silva Costa,5198,3.012996,11.696581,1,0,0,0,0,0,0,1,87.5,19.9,75.9,21.4,0,0,1,0,0,0,0,0,0,1,1,0,0,1
Eden Hazard,3621,-0.25665542,22.848413,0,0,0,0,0,0,0,1,76.5,21.4,98.6,15.6,0,0,1,0,0,0,0,0,1,0,0,0,1,1
Gary Cahill,3645,-2.745855,24.384626,0,0,0,0,0,0,0,1,29.3,68.2,6.8,58.8,0,0,0,0,0,0,0,1,1,0,1,0,0,1
Thibaut Courtois,3509,0.32108077,47.212814,0,0,0,0,0,0,0,1,6.8,58.8,51.6,73.7,0,0,0,0,0,0,0,1,0,1,0,1,0,0
Branislav Ivanović,5594,-0.93624353,8.940358,0,0,0,0,0,0,0,1,35.0,77.6,40.3,70.4,0,0,0,0,0,0,0,1,0,1,1,0,0,1
Francesc Fàbregas i Soler,3478,-1.6092389,18.213457,0,0,0,0,0,0,0,1,40.3,70.4,39.6,52.2,0,0,0,0,0,0,0,1,0,1,1,0,0,1
Nemanja Matić,3381,-0.79416984,16.122654,0,0,0,0,0,0,0,1,51.3,54.1,62.6,42.6,0,0,0,0,0,0,0,1,1,0,1,0,0,1
Eden Hazard,3621,1.2040664,32.351196,0,0,0,0,0,0,0,1,74.6,45.7,86.2,75.9,0,0,0,0,0,0,0,1,0,1,1,0,0,1
Willian Borges da Silva,3472,-0.6974643,28.181023,0,0,0,0,0,0,0,1,86.2,75.9,107.8,57.8,0,0,0,0,0,0,0,1,0,1,1,0,0,1
Oscar dos Santos Emboaba Júnior,40122,-1.6061798,11.307077,0,0,0,0,0,0,0,1,107.8,57.8,107.4,46.5,0,0,0,0,0,0,0,1,0,1,1,0,0,1
Oscar dos Santos Emboaba Júnior,40122,-1.4327903,7.2691126,0,0,0,0,0,0,0,1,106.9,57.7,107.9,50.5,0,0,0,0,0,0,0,1,0,1,1,0,0,0
Diego da Silva Costa,5198,-2.918116,11.280514,0,0,0,0,0,0,0,1,88.4,71.9,77.4,69.4,0,0,0,0,0,0,0,1,0,1,1,0,0,1
Branislav Ivanović,5594,-0.83468556,15.787653,0,0,0,0,0,0,0,1,77.4,69.4,88.0,57.7,0,0,0,0,0,0,0,1,0,1,1,0,0,1
Oscar dos Santos Emboaba Júnior,40122,-1.784165,6.1392183,1,0,0,0,0,0,0,1,86.5,62.3,85.2,56.3,0,0,0,0,0,0,0,1,0,1,1,0,0,1
Francesc Fàbregas i Soler,3478,1.1378558,13.109538,0,0,0,0,0,0,0,1,101.3,57.8,106.8,69.7,0,0,0,0,0,0,0,1,0,1,1,0,0,1
Willian Borges da Silva,3472,-1.3258177,6.596969,0,0,0,0,0,0,0,1,111.0,68.7,112.6,62.3,0,0,0,0,0,0,0,1,0,1,1,0,0,0
John Terry,20287,0.6485346,11.920151,0,0,0,0,0,0,0,1,48.0,15.3,57.5,22.5,0,0,0,0,0,0,0,1,0,1,0,0,1,1
Nemanja Matić,3381,1.5936495,17.50457,0,0,0,0,0,0,0,1,57.5,22.7,57.1,40.2,0,0,0,0,0,0,0,1,1,0,1,0,0,1
Francesc Fàbregas i Soler,3478,0.8040295,11.386395,0,0,0,0,0,0,0,1,57.1,40.3,65.0,48.5,0,0,0,0,0,0,0,1,0,1,1,0,0,1
Willian Borges da Silva,3472,-0.851634,56.621994,0,0,0,0,0,0,1,0,65.0,48.5,102.3,5.9,0,0,0,0,0,0,0,1,0,1,0,1,0,1
Francesc Fàbregas i Soler,3478,1.7748142,32.575603,0,0,0,1,0,0,0,0,120.0,0.1,113.4,32.0,1,0,0,0,0,0,0,0,0,1,0,1,0,0
Eden Hazard,3621,0.28728145,9.176056,0,0,0,0,0,0,0,1,96.3,54.6,105.1,57.2,1,0,0,0,0,0,0,0,0,1,1,0,0,1
John Terry,20287,-2.1335335,7.6850505,0,0,0,0,0,0,0,1,105.1,57.2,101.0,50.7,1,0,0,0,0,0,0,0,1,0,1,0,0,0
Francesc Fàbregas i Soler,3478,0.0,9.7,0,0,0,0,0,0,0,1,55.7,37.9,65.4,37.9,0,0,0,0,0,0,0,1,0,1,1,0,0,1
Oscar dos Santos Emboaba Júnior,40122,-1.2139497,24.3329,0,0,0,0,0,0,0,1,70.4,30.4,78.9,7.6,0,0,0,0,0,0,0,1,0,1,1,0,0,1
Eden Hazard,3621,1.6629714,11.950732,1,0,0,0,0,0,0,1,79.1,9.8,78.0,21.7,0,0,0,0,0,0,0,1,0,1,1,0,0,1
Oscar dos Santos Emboaba Júnior,40122,-1.810028,8.440379,0,0,0,0,0,0,0,1,78.0,21.7,76.0,13.5,0,0,0,0,0,0,0,1,0,1,1,0,0,1
Eden Hazard,3621,-0.56744,10.7912,0,0,0,0,0,0,0,1,71.1,11.3,80.2,5.5,0,0,0,0,0,0,0,1,1,0,1,0,0,1
César Azpilicueta Tanco,3957,3.1415927,4.2,0,0,0,0,0,0,0,1,80.2,5.5,76.0,5.5,0,0,0,0,0,0,0,1,0,1,1,0,0,1
Oscar dos Santos Emboaba Júnior,40122,1.5328399,15.811388,1,0,0,0,0,0,0,1,76.7,6.8,77.3,22.6,0,0,0,0,0,0,0,1,0,1,1,0,0,1
Eden Hazard,3621,-1.1114131,20.974508,0,0,0,0,0,0,0,1,77.6,47.0,86.9,28.2,0,0,0,0,0,0,0,1,0,1,1,0,0,1
Oscar dos Santos Emboaba Júnior,40122,1.6000278,17.107307,0,0,0,0,0,0,0,1,86.7,28.2,86.2,45.3,0,0,0,0,0,0,0,1,0,1,1,0,0,1
Francesc Fàbregas i Soler,3478,1.4170887,7.184706,0,0,0,0,0,0,0,1,90.1,46.4,91.2,53.5,0,0,0,0,0,0,0,1,0,1,1,0,0,1
Willian Borges da Silva,3472,-1.2068174,35.95553,0,0,0,0,0,0,0,1,107.2,57.2,120.0,23.6,0,0,0,0,0,0,0,1,0,1,0,0,1,0
Francesc Fàbregas i Soler,3478,0.39777085,12.907749,0,0,0,0,0,0,0,1,79.7,28.2,91.6,33.2,0,0,0,0,0,0,0,1,0,1,1,0,0,1
Diego da Silva Costa,5198,-0.7288547,7.50733,0,0,0,0,0,0,0,1,99.7,40.8,105.3,35.8,0,0,0,0,0,0,0,1,1,0,1,0,0,1
César Azpilicueta Tanco,3957,-0.07548655,11.933985,0,0,0,0,0,0,0,1,78.9,12.0,90.8,11.1,0,0,0,0,0,0,0,1,1,0,0,0,1,0
Diego da Silva Costa,5198,1.3600206,21.986588,0,0,0,0,0,0,0,1,61.0,40.1,65.6,61.6,0,0,0,0,0,1,0,0,0,1,1,0,0,1
Willian Borges da Silva,3472,-2.8171172,11.605602,0,0,0,0,0,0,0,1,79.5,72.8,68.5,69.1,0,0,0,0,0,1,0,0,0,1,1,0,0,1
Branislav Ivanović,5594,0.925577,11.6400175,0,0,0,0,0,0,0,1,71.9,67.0,78.9,76.3,0,0,0,0,0,1,0,0,0,1,1,0,0,1
Willian Borges da Silva,3472,-2.531336,17.449642,0,0,0,0,0,0,0,1,71.7,73.5,57.4,63.5,0,0,0,0,0,1,0,0,0,1,0,0,1,1
Nemanja Matić,3381,-0.83965796,22.165062,0,0,0,0,0,0,0,1,47.2,61.6,62.0,45.1,0,0,0,0,0,1,0,0,1,0,1,0,0,1
Francesc Fàbregas i Soler,3478,0.8907756,14.789862,0,0,0,0,0,0,0,1,62.0,45.1,71.3,56.6,0,0,0,0,0,1,0,0,0,1,1,0,0,1
Willian Borges da Silva,3472,-1.450635,32.534595,0,0,0,0,0,0,0,1,76.3,38.6,80.2,6.3,0,0,0,0,0,1,0,0,0,1,1,0,0,1
César Azpilicueta Tanco,3957,1.4446048,13.507405,0,0,0,0,0,0,0,1,83.4,7.0,85.1,20.4,0,0,0,0,0,1,0,0,0,1,1,0,0,1
Willian Borges da Silva,3472,1.6626425,7.632169,0,0,0,0,0,0,0,1,91.9,9.8,91.2,17.4,0,0,0,0,0,1,0,0,0,1,1,0,0,1
Diego da Silva Costa,5198,2.2794225,11.985408,0,0,0,0,0,0,0,1,91.9,14.8,84.1,23.9,0,0,0,0,0,1,0,0,0,1,1,0,0,1
Francesc Fàbregas i Soler,3478,1.6197083,14.317122,0,0,0,0,0,0,0,1,84.1,23.9,83.4,38.2,0,0,0,0,0,1,0,0,0,1,1,0,0,1
Eden Hazard,3621,-0.9348772,23.740683,0,0,0,0,0,0,0,1,91.6,30.4,105.7,11.3,0,0,0,0,0,1,0,0,0,1,1,0,0,1
Willian Borges da Silva,3472,1.5707964,3.9,0,0,0,0,0,0,0,1,112.2,24.7,112.2,28.6,0,0,0,0,0,1,0,0,1,0,1,0,0,0
Willian Borges da Silva,3472,3.0379653,12.567418,0,0,0,0,0,0,0,1,42.0,60.7,29.5,62.0,0,0,0,0,0,0,0,1,0,1,1,0,0,1
Gary Cahill,3645,0.45007378,9.884331,0,0,0,0,0,0,0,1,29.5,62.0,38.4,66.3,0,0,0,0,0,0,0,1,0,1,1,0,0,1
Francesc Fàbregas i Soler,3478,-0.2918267,51.78967,0,0,0,0,0,0,0,1,42.3,68.7,91.9,53.8,0,0,0,0,0,0,0,1,0,1,0,1,0,0
Eden Hazard,3621,1.667714,7.2339478,0,0,0,0,0,0,0,1,101.0,35.1,100.3,42.3,0,0,0,0,0,0,0,1,0,1,1,0,0,1
