player,player_id,pass_angle,pass_length,under_pressure,pass_cross,pass_cut_back,pass_inswinging,pass_outswinging,pass_through_ball,pass_switch,pass_normal,location_x,location_y,pass_end_location_x,pass_end_location_y,play_pattern_from_corner,play_pattern_from_counter,play_pattern_from_free_kick,play_pattern_from_goal_kick,play_pattern_from_keeper,play_pattern_from_kick_off,play_pattern_from_throw_in,play_pattern_regular_play,pass_body_part_left_foot,pass_body_part_right_foot,pass_height_ground_pass,pass_height_high_pass,pass_height_low_pass,pass_completed
Francesc Fàbregas i Soler,3478,1.6733378,38.100132,0,0,0,1,0,0,0,0,120.0,0.1,116.1,38.0,1,0,0,0,0,0,0,0,0,1,0,1,0,0
Francesc Fàbregas i Soler,3478,1.6286715,46.678154,0,0,0,1,0,0,1,0,120.0,0.1,117.3,46.7,1,0,0,0,0,0,0,0,0,1,0,1,0,0
Asmir Begović,3339,0.8721365,13.059862,0,0,0,0,0,0,0,1,13.2,59.7,21.6,69.7,0,0,0,0,0,0,0,1,0,1,1,0,0,1
John Michael Nchekwube Obinna,5475,0.4804058,16.012495,0,0,0,0,0,0,0,1,27.6,69.3,41.8,76.7,0,0,0,0,0,0,0,1,1,0,1,0,0,1
César Azpilicueta Tanco,3957,0.03723207,34.924202,0,0,0,0,0,0,0,1,42.4,76.7,77.3,78.0,0,0,0,0,0,0,0,1,0,1,0,1,0,0
John Michael Nchekwube Obinna,5475,1.4442042,5.5443664,0,0,0,0,0,0,0,1,41.0,72.5,41.7,78.0,0,0,0,0,0,0,0,1,0,1,1,0,0,1
César Azpilicueta Tanco,3957,-0.061272897,16.330647,0,0,0,0,0,0,0,1,41.7,78.0,58.0,77.0,0,0,0,0,0,0,0,1,0,1,1,0,0,1
César Azpilicueta Tanco,3957,-0.42123273,16.87513,1,0,0,0,0,0,0,1,48.0,73.8,63.4,66.9,0,0,0,0,0,0,0,1,0,1,1,0,0,1
Francesc Fàbregas i Soler,3478,-2.4376466,6.9526973,0,0,0,0,0,0,0,1,70.0,65.9,64.7,61.4,0,0,1,0,0,0,0,0,0,1,1,0,0,1
John Michael Nchekwube Obinna,5475,1.0906214,5.4120235,0,0,0,0,0,0,0,1,64.7,61.4,67.2,66.2,0,0,1,0,0,0,0,0,1,0,1,0,0,1
Francesc Fàbregas i Soler,3478,-0.23148875,14.383672,0,0,0,0,0,0,0,1,69.9,66.3,83.9,63.0,0,0,1,0,0,0,0,0,0,1,1,0,0,1
Ruben Loftus-Cheek,3504,2.1479886,10.262553,0,0,0,0,0,0,0,1,82.5,66.2,76.9,74.8,0,0,1,0,0,0,0,0,1,0,1,0,0,1
Francesc Fàbregas i Soler,3478,0.3142319,8.411897,0,0,0,0,0,0,0,1,76.9,74.8,84.9,77.4,0,0,1,0,0,0,0,0,0,1,1,0,0,1
César Azpilicueta Tanco,3957,-3.0776799,12.525574,0,0,0,0,0,0,0,1,84.3,77.4,71.8,76.6,0,0,1,0,0,0,0,0,0,1,1,0,0,1
Francesc Fàbregas i Soler,3478,-1.0951011,14.848569,0,0,0,0,0,0,0,1,58.6,69.0,65.4,55.8,0,0,1,0,0,0,0,0,0,1,1,0,0,1
Oscar dos Santos Emboaba Júnior,40122,1.3505476,20.597572,1,0,0,0,0,0,0,1,65.8,57.2,70.3,77.3,0,0,1,0,0,0,0,0,0,1,1,0,0,1
César Azpilicueta Tanco,3957,-3.0128129,14.016062,1,0,0,0,0,0,0,1,66.8,78.0,52.9,76.2,0,0,1,0,0,0,0,0,0,1,1,0,0,1
Oscar dos Santos Emboaba Júnior,40122,-2.2246063,9.700516,0,0,0,0,0,0,0,1,51.2,77.4,45.3,69.7,0,0,1,0,0,0,0,0,0,1,1,0,0,1
John Michael Nchekwube Obinna,5475,-1.0184202,27.253073,1,0,0,0,0,0,0,1,42.7,56.7,57.0,33.5,0,0,1,0,0,0,0,0,1,0,1,0,0,1
Francesc Fàbregas i Soler,3478,-2.6588216,16.371012,0,0,0,0,0,0,0,1,57.0,33.5,42.5,25.9,0,0,1,0,0,0,0,0,1,0,1,0,0,1
Branislav Ivanović,5594,-0.7115776,22.051077,0,0,0,0,0,0,0,1,42.9,25.5,59.6,11.1,0,0,1,0,0,0,0,0,0,1,1,0,0,1
Abdul Rahman Baba,12325,0.6461189,7.640026,0,0,0,0,0,0,0,1,70.0,7.2,76.1,11.8,0,0,1,0,0,0,0,0,1,0,1,0,0,1
Pedro Eliezer Rodríguez Ledesma,3958,2.0201592,31.308146,0,0,0,0,0,0,0,1,69.0,15.0,55.4,43.2,0,0,1,0,0,0,0,0,0,1,0,0,1,1
John Michael Nchekwube Obinna,5475,-0.62267077,9.602083,0,0,0,0,0,0,0,1,70.3,50.6,78.1,45.0,0,0,1,0,0,0,0,0,0,1,1,0,0,1
Francesc Fàbregas i Soler,3478,0.8579523,28.287983,1,0,0,0,0,0,0,1,80.7,54.8,99.2,76.2,0,0,1,0,0,0,0,0,0,1,1,0,0,1
César Azpilicueta Tanco,3957,-1.4218414,76.14316,0,1,0,0,0,0,1,0,102.3,76.3,113.6,1.0,0,0,1,0,0,0,0,0,0,1,0,1,0,0
César Azpilicueta Tanco,3957,-2.3720663,8.910667,0,0,0,0,0,0,0,1,9.7,80.0,3.3,73.8,0,0,0,0,0,0,1,0,0,1,0,0,1,1
John Michael Nchekwube Obinna,5475,1.5707964,4.6,0,0,0,0,0,0,0,1,3.3,73.8,3.3,78.4,0,0,0,0,0,0,1,0,0,1,1,0,0,1
César Azpilicueta Tanco,3957,-0.13158815,34.2965,0,0,0,0,0,0,0,1,3.3,78.4,37.3,73.9,0,0,0,0,0,0,1,0,0,1,0,1,0,0
Robert Kenedy Nunes do Nascimento,3666,-1.9127462,6.2625875,1,0,0,0,0,0,0,1,38.0,68.2,35.9,62.3,0,0,0,0,0,0,1,0,1,0,0,0,1,1
Francesc Fàbregas i Soler,3478,-2.0344439,0.6708204,1,0,0,0,0,0,0,1,36.5,61.7,36.2,61.1,0,0,0,0,0,0,1,0,0,1,1,0,0,0
Oscar dos Santos Emboaba Júnior,40122,0.280199,14.464093,0,0,0,0,0,0,0,1,25.8,45.8,39.7,49.8,0,0,0,0,0,0,0,1,0,1,1,0,0,1
Ruben Loftus-Cheek,3504,-1.3491467,14.556098,0,0,0,0,0,0,0,1,39.7,49.8,42.9,35.6,0,0,0,0,0,0,0,1,1,0,1,0,0,1
Oscar dos Santos Emboaba Júnior,40122,0.405632,17.739504,0,0,0,0,0,0,0,1,47.1,25.7,63.4,32.7,0,0,0,0,0,0,0,1,1,0,1,0,0,1
Ruben Loftus-Cheek,3504,1.3240755,13.921566,0,0,0,0,0,0,0,1,63.7,40.5,67.1,54.0,0,0,0,0,0,0,0,1,0,1,1,0,0,1
Robert Kenedy Nunes do Nascimento,3666,-0.7022569,1.7029387,1,0,0,0,0,0,0,1,77.3,49.8,78.6,48.7,0,0,0,0,0,0,0,1,1,0,1,0,0,0
César Azpilicueta Tanco,3957,0.14189705,11.313708,0,0,0,0,0,0,0,1,27.8,73.4,39.0,75.0,0,0,0,0,0,0,0,1,0,1,1,0,0,1
Robert Kenedy Nunes do Nascimento,3666,-2.3073733,21.734076,0,0,0,0,0,0,0,1,39.0,75.0,24.4,58.9,0,0,0,0,0,0,0,1,1,0,1,0,0,1
John Michael Nchekwube Obinna,5475,0.17548126,14.319916,0,0,0,0,0,0,0,1,24.4,58.9,38.5,61.4,0,0,0,0,0,0,0,1,0,1,1,0,0,1
Oscar dos Santos Emboaba Júnior,40122,-1.299508,15.673225,0,0,0,0,0,0,0,1,41.0,61.7,45.2,46.6,0,0,0,0,0,0,0,1,0,1,1,0,0,1
Francesc Fàbregas i Soler,3478,-0.20258762,37.772476,0,0,0,0,0,1,0,0,50.4,48.1,87.4,40.5,0,0,0,0,0,0,0,1,0,1,0,1,0,1
Abdul Rahman Baba,12325,0.79111236,12.374571,0,0,0,0,0,0,0,1,50.5,29.6,59.2,38.4,0,0,0,0,0,0,0,1,0,1,1,0,0,1
Ruben Loftus-Cheek,3504,-1.2392422,12.902713,0,0,0,0,0,0,0,1,62.4,36.3,66.6,24.1,0,0,0,0,0,0,0,1,0,1,1,0,0,1
Oscar dos Santos Emboaba Júnior,40122,-0.989714,16.03122,0,0,0,0,0,0,0,1,69.3,20.1,78.1,6.7,0,0,0,0,0,0,0,1,0,1,1,0,0,1
Pedro Eliezer Rodríguez Ledesma,3958,1.670465,14.069826,0,0,0,0,0,0,0,1,84.7,14.9,83.3,28.9,0,0,0,0,0,0,0,1,0,1,1,0,0,1
Asmir Begović,3339,0.64502317,13.140016,0,0,0,0,0,0,0,1,12.9,46.0,23.4,53.9,0,0,1,0,0,0,0,0,0,1,1,0,0,1
John Michael Nchekwube Obinna,5475,0.018886643,90.01605,0,0,0,0,0,0,0,1,28.5,58.6,118.5,60.3,0,0,1,0,0,0,0,0,0,1,0,1,0,1
John Michael Nchekwube Obinna,5475,-0.2676163,6.428841,1,0,0,0,0,0,0,1,49.4,57.9,55.6,56.2,0,0,0,0,0,0,0,1,0,1,1,0,0,1
Oscar dos Santos Emboaba Júnior,40122,-0.32175055,12.016655,1,0,0,0,0,0,0,1,67.9,55.3,79.3,51.5,0,0,0,0,0,0,0,1,0,1,1,0,0,1
Oscar dos Santos Emboaba Júnior,40122,-2.3309126,30.768978,1,0,0,0,0,0,0,1,77.3,40.4,56.1,18.1,0,0,0,0,0,0,0,1,0,1,1,0,0,1
Abdul Rahman Baba,12325,0.86544067,13.265368,0,0,0,0,0,0,0,1,61.4,13.6,70.0,23.7,0,0,0,0,0,0,0,1,1,0,1,0,0,1
Oscar dos Santos Emboaba Júnior,40122,0.0,9.1,0,0,0,0,0,0,0,1,70.0,23.7,79.1,23.7,0,0,0,0,0,0,0,1,0,1,0,0,1,0
Ruben Loftus-Cheek,3504,-0.1260881,14.31363,0,0,0,0,0,0,0,1,94.3,27.5,108.5,25.7,0,0,0,0,0,0,0,1,0,1,1,0,0,1
Pedro Eliezer Rodríguez Ledesma,3958,1.2946993,12.472369,0,0,0,0,0,0,0,1,108.5,25.7,111.9,37.7,0,0,0,0,0,0,0,1,1,0,1,0,0,1
Francesc Fàbregas i Soler,3478,0.11564333,19.933138,0,0,0,0,0,0,0,1,47.3,40.1,67.1,42.4,0,0,0,0,0,0,0,1,0,1,0,0,1,1
Branislav Ivanović,5594,2.3727415,29.914713,1,0,0,0,0,0,0,1,27.8,5.3,6.3,26.1,0,0,0,0,0,0,0,1,0,1,1,0,0,1
Asmir Begović,3339,0.98086506,28.76126,0,0,0,0,0,0,0,1,6.3,37.2,22.3,61.1,0,0,0,0,0,0,0,1,0,1,1,0,0,1
John Michael Nchekwube Obinna,5475,-0.08611742,13.951702,0,0,0,0,0,0,0,1,35.5,60.3,49.4,59.1,0,0,0,0,0,0,0,1,0,1,1,0,0,1
Robert Kenedy Nunes do Nascimento,3666,-3.1205432,9.502105,0,0,0,0,0,0,0,1,49.4,59.1,39.9,58.9,0,0,0,0,0,0,0,1,0,1,1,0,0,1
John Michael Nchekwube Obinna,5475,1.2277724,17.839283,0,0,0,0,0,0,0,1,39.9,58.9,45.9,75.7,0,0,0,0,0,0,0,1,0,1,1,0,0,1
César Azpilicueta Tanco,3957,-1.541819,6.902898,0,0,0,0,0,0,0,1,48.5,77.3,48.7,70.4,0,0,0,0,0,0,0,1,0,1,1,0,0,1
John Michael Nchekwube Obinna,5475,0.18196468,12.709839,0,0,0,0,0,0,0,1,64.4,67.3,76.9,69.6,0,0,0,0,0,0,0,1,0,1,0,0,1,0
Branislav Ivanović,5594,1.0569516,18.717104,0,0,0,0,0,0,0,1,34.7,59.7,43.9,76.0,0,0,0,0,0,0,0,1,0,1,1,0,0,1
César Azpilicueta Tanco,3957,-0.6248209,20.34355,0,0,0,0,0,0,0,1,47.3,77.4,63.8,65.5,0,0,0,0,0,0,0,1,0,1,1,0,0,1
Robert Kenedy Nunes do Nascimento,3666,-1.6904749,15.913831,0,0,0,0,0,0,0,1,71.4,58.6,69.5,42.8,0,0,0,0,0,0,0,1,1,0,1,0,0,1
Ruben Loftus-Cheek,3504,-1.4082228,19.152546,0,0,0,0,0,0,0,1,64.8,40.8,67.9,21.9,0,0,0,0,0,0,0,1,1,0,1,0,0,1
Abdul Rahman Baba,12325,-0.9151007,9.840732,0,0,0,0,0,0,0,1,74.5,12.0,80.5,4.2,0,0,0,0,0,0,0,1,0,1,1,0,0,1
Pedro Eliezer Rodríguez Ledesma,3958,2.5611944,7.2945185,0,0,0,0,0,0,0,1,91.8,7.6,85.7,11.6,0,0,0,0,0,0,0,1,0,1,1,0,0,1
Oscar dos Santos Emboaba Júnior,40122,1.2924967,5.824088,0,0,0,0,0,0,0,1,99.0,8.4,100.6,14.0,0,0,0,0,0,0,0,1,0,1,1,0,0,1
Pedro Eliezer Rodríguez Ledesma,3958,-0.9442223,16.54237,0,0,0,0,0,0,0,1,100.6,14.0,110.3,0.6,0,0,0,0,0,0,0,1,0,1,1,0,0,0
Branislav Ivanović,5594,2.1240907,11.988745,0,0,0,0,0,0,0,1,58.6,15.7,52.3,25.9,0,0,0,0,0,0,0,1,1,0,1,0,0,1
John Michael Nchekwube Obinna,5475,1.3631315,30.556505,0,0,0,0,0,0,0,1,64.0,42.6,70.3,72.5,0,0,0,0,0,0,0,1,1,0,1,0,0,1
César Azpilicueta Tanco,3957,-1.3815187,26.574612,0,0,0,0,0,0,0,1,76.1,72.5,81.1,46.4,0,0,0,0,0,0,0,1,0,1,1,0,0,1
Francesc Fàbregas i Soler,3478,-1.4987563,9.7252245,1,0,0,0,0,0,0,1,17.4,44.9,18.1,35.2,0,0,0,0,0,0,0,1,0,1,1,0,0,1
Pedro Eliezer Rodríguez Ledesma,3958,-2.4791663,6.3411355,1,0,0,0,0,0,0,1,14.7,31.0,9.7,27.1,0,0,0,0,0,0,0,1,1,0,1,0,0,1
Abdul Rahman Baba,12325,1.0043318,57.951878,1,0,0,0,0,0,1,0,4.1,27.1,35.2,76.0,0,0,0,0,0,0,0,1,0,1,0,1,0,1
Robert Kenedy Nunes do Nascimento,3666,-2.9685824,20.912197,0,0,0,0,0,0,0,1,55.4,80.0,34.8,76.4,0,0,0,0,0,0,1,0,1,0,0,0,1,1
César Azpilicueta Tanco,3957,0.11990398,8.3600235,1,0,0,0,0,0,0,1,34.4,76.4,42.7,77.4,0,0,0,0,0,0,1,0,0,1,0,0,1,1
Robert Kenedy Nunes do Nascimento,3666,-3.059585,7.324616,1,0,0,0,0,0,0,1,41.1,77.3,33.8,76.7,0,0,0,0,0,0,1,0,1,0,1,0,0,1
César Azpilicueta Tanco,3957,-1.2288465,6.2625875,0,0,0,0,0,0,0,1,33.8,76.7,35.9,70.8,0,0,0,0,0,0,1,0,0,1,1,0,0,1
Francesc Fàbregas i Soler,3478,-1.3699225,22.553492,0,0,0,0,0,0,0,1,37.6,66.3,42.1,44.2,0,0,0,0,0,0,1,0,0,1,0,0,1,1
Oscar dos Santos Emboaba Júnior,40122,-1.1757646,31.96154,0,0,0,0,0,0,0,1,45.9,40.1,58.2,10.6,0,0,0,0,0,0,1,0,0,1,1,0,0,1
Pedro Eliezer Rodríguez Ledesma,3958,0.7853982,1.9798989,1,0,0,0,0,0,0,1,68.6,26.2,70.0,27.6,0,0,0,0,0,0,1,0,0,1,0,0,1,0
Asmir Begović,3339,-1.3140428,26.77779,0,0,0,0,0,0,0,1,7.0,44.1,13.8,18.2,0,0,0,1,0,0,0,0,0,1,1,0,0,1
Branislav Ivanović,5594,-0.022120286,22.60553,0,0,0,0,0,0,0,1,33.8,22.4,56.4,21.9,0,0,0,1,0,0,0,0,0,1,1,0,0,1
Francesc Fàbregas i Soler,3478,2.203545,5.5803227,0,0,0,0,0,0,0,1,54.7,21.7,51.4,26.2,0,0,0,1,0,0,0,0,0,1,1,0,0,1
Pedro Eliezer Rodríguez Ledesma,3958,-1.3644724,4.3931766,0,0,0,0,0,0,0,1,51.4,26.2,52.3,21.9,0,0,0,1,0,0,0,0,0,1,1,0,0,1
Francesc Fàbregas i Soler,3478,2.5301752,11.846096,0,0,0,0,0,0,0,1,49.8,21.5,40.1,28.3,0,0,0,1,0,0,0,0,0,1,1,0,0,1
Oscar dos Santos Emboaba Júnior,40122,-0.56810474,11.151682,0,0,0,0,0,0,0,1,40.1,28.3,49.5,22.3,0,0,0,1,0,0,0,0,0,1,1,0,0,1
Francesc Fàbregas i Soler,3478,-0.64001375,22.94014,0,0,0,0,0,0,0,1,58.6,23.9,77.0,10.2,0,0,0,1,0,0,0,0,0,1,1,0,0,1
Ruben Loftus-Cheek,3504,-0.6654942,11.822859,0,0,0,0,0,0,0,1,75.9,20.5,85.2,13.2,0,0,0,1,0,0,0,0,0,1,1,0,0,1
Oscar dos Santos Emboaba Júnior,40122,-0.36035797,7.3736014,0,0,0,0,0,0,0,1,73.1,43.8,80.0,41.2,0,0,0,1,0,0,0,0,0,1,1,0,0,1
Ruben Loftus-Cheek,3504,-1.9385848,11.681182,0,0,0,0,0,0,0,1,81.9,40.8,77.7,29.9,0,0,0,1,0,0,0,0,0,1,1,0,0,1
Francesc Fàbregas i Soler,3478,1.2583047,13.661625,0,0,0,0,0,0,0,1,86.7,26.8,90.9,39.8,0,0,0,1,0,0,0,0,0,1,1,0,0,1
Pedro Eliezer Rodríguez Ledesma,3958,-0.7853982,2.9698484,0,0,0,0,0,0,0,1,90.9,39.8,93.0,37.7,0,0,0,1,0,0,0,0,0,1,0,0,1,1
Ruben Loftus-Cheek,3504,-0.8557046,5.0328918,0,0,0,0,0,0,0,1,100.9,26.2,104.2,22.4,0,0,0,1,0,0,0,0,0,1,1,0,0,1
Abdul Rahman Baba,12325,1.0014831,8.904493,0,0,0,0,0,0,0,1,101.7,0.1,106.5,7.6,0,0,0,0,0,0,1,0,0,1,0,0,1,1
Francesc Fàbregas i Soler,3478,-2.8357139,5.9774575,0,0,0,0,0,0,0,1,105.2,6.4,99.5,4.6,0,0,0,0,0,0,1,0,0,1,1,0,0,1
Abdul Rahman Baba,12325,1.2220253,30.43222,0,1,0,0,0,0,0,0,102.3,6.7,112.7,35.3,0,0,0,0,0,0,1,0,1,0,0,1,0,0
Abdul Rahman Baba,12325,-0.3247179,10.656922,1,0,0,0,0,0,0,1,78.3,11.5,88.4,8.1,0,0,0,0,0,0,0,1,1,0,0,0,1,1
Francesc Fàbregas i Soler,3478,1.3630741,22.78991,0,1,0,0,0,0,0,0,101.9,14.3,106.6,36.6,0,0,0,0,0,0,0,1,0,1,1,0,0,0
John Michael Nchekwube Obinna,5475,2.5829933,9.433981,0,0,0,0,0,0,0,1,75.6,37.6,67.6,42.6,0,0,0,0,0,0,0,1,0,1,1,0,0,1
Oscar dos Santos Emboaba Júnior,40122,-1.8317853,16.664333,0,0,0,0,0,0,0,1,67.6,42.6,63.3,26.5,0,0,0,0,0,0,0,1,0,1,1,0,0,1
Branislav Ivanović,5594,-1.1717354,9.007774,0,0,0,0,0,0,0,1,63.3,26.5,66.8,18.2,0,0,0,0,0,0,0,1,0,1,1,0,0,1
Abdul Rahman Baba,12325,1.5707964,3.2,0,0,0,0,0,0,0,1,67.1,18.1,67.1,21.3,0,0,0,0,0,0,0,1,0,1,1,0,0,1
Francesc Fàbregas i Soler,3478,-1.5707964,7.0,0,0,0,0,0,0,0,1,67.1,21.3,67.1,14.3,0,0,0,0,0,0,0,1,0,1,1,0,0,1
Abdul Rahman Baba,12325,0.8936688,13.087399,0,0,0,0,0,0,0,1,67.1,14.3,75.3,24.5,0,0,0,0,0,0,0,1,1,0,0,1,0,1
Ruben Loftus-Cheek,3504,2.70175,5.6364884,0,0,0,0,0,0,0,1,71.3,22.3,66.2,24.7,0,0,0,0,0,0,0,1,1,0,1,0,0,1
Francesc Fàbregas i Soler,3478,-1.4615835,22.936651,1,0,0,0,0,0,0,1,64.7,22.9,67.2,0.1,0,0,0,0,0,0,0,1,0,1,1,0,0,0
Abdul Rahman Baba,12325,1.9707006,10.530907,0,0,0,0,0,0,0,1,66.5,0.1,62.4,9.8,0,0,0,0,0,0,1,0,1,0,0,0,1,1
Ruben Loftus-Cheek,3504,-0.8960554,12.165936,0,0,0,0,0,0,0,1,78.1,15.3,85.7,5.8,0,0,0,0,0,0,1,0,1,0,1,0,0,1
Abdul Rahman Baba,12325,1.328296,19.572685,0,0,0,0,0,0,0,1,85.7,5.8,90.4,24.8,0,0,0,0,0,0,1,0,0,1,0,0,1,1
Francesc Fàbregas i Soler,3478,-1.0011123,18.16948,0,0,0,0,0,0,0,1,90.6,26.5,100.4,11.2,0,0,1,0,0,0,0,0,0,1,1,0,0,1
Abdul Rahman Baba,12325,1.4353446,59.242638,0,1,0,0,0,0,1,0,107.9,9.0,115.9,67.7,0,0,1,0,0,0,0,0,1,0,0,0,1,0
Oscar dos Santos Emboaba Júnior,40122,-0.6542865,12.980755,0,0,0,0,0,0,0,1,35.9,77.6,46.2,69.7,0,0,1,0,0,0,0,0,0,1,1,0,0,1
John Michael Nchekwube Obinna,5475,-1.9597532,26.36968,0,0,0,0,0,0,0,1,53.8,61.7,43.8,37.3,0,0,1,0,0,0,0,0,0,1,1,0,0,1
Branislav Ivanović,5594,-1.2924967,4.368066,0,0,0,0,0,0,0,1,55.2,32.1,56.4,27.9,0,0,1,0,0,0,0,0,0,1,1,0,0,1
Oscar dos Santos Emboaba Júnior,40122,1.9239684,27.17738,1,0,0,0,0,0,0,1,63.0,26.1,53.6,51.6,0,0,1,0,0,0,0,0,0,1,1,0,0,1
John Michael Nchekwube Obinna,5475,0.5857804,12.480785,0,0,0,0,0,0,0,1,56.8,50.2,67.2,57.1,0,0,1,0,0,0,0,0,0,1,1,0,0,1
Pedro Eliezer Rodríguez Ledesma,3958,-2.3053908,8.354639,0,0,0,0,0,0,0,1,68.9,58.1,63.3,51.9,0,0,1,0,0,0,0,0,0,1,1,0,0,1
John Michael Nchekwube Obinna,5475,1.5707964,3.4,1,0,0,0,0,0,0,1,63.8,54.7,63.8,58.1,0,0,1,0,0,0,0,0,0,1,1,0,0,1
Pedro Eliezer Rodríguez Ledesma,3958,-2.5127964,9.521029,0,0,0,0,0,0,0,1,56.8,59.5,49.1,53.9,0,0,1,0,0,0,0,0,1,0,1,0,0,1
John Michael Nchekwube Obinna,5475,-0.82384074,11.0390215,0,0,0,0,0,0,0,1,49.1,53.9,56.6,45.8,0,0,1,0,0,0,0,0,0,1,1,0,0,1
Pedro Eliezer Rodríguez Ledesma,3958,-2.2726457,14.404513,0,0,0,0,0,0,0,1,56.6,45.2,47.3,34.2,0,0,1,0,0,0,0,0,1,0,1,0,0,1
Branislav Ivanović,5594,-1.2406191,22.516216,0,0,0,0,0,0,0,1,48.7,31.3,56.0,10.0,0,0,1,0,0,0,0,0,0,1,1,0,0,1
Abdul Rahman Baba,12325,1.3559809,5.6293874,0,0,0,0,0,0,0,1,56.8,10.2,58.0,15.7,0,0,1,0,0,0,0,0,1,0,1,0,0,1
Oscar dos Santos Emboaba Júnior,40122,0.36254424,9.304837,0,0,0,0,0,0,0,1,61.6,15.3,70.3,18.6,0,0,1,0,0,0,0,0,0,1,1,0,0,1
Pedro Eliezer Rodríguez Ledesma,3958,-2.5109115,7.800641,0,0,0,0,0,0,0,1,70.3,18.6,64.0,14.0,0,0,1,0,0,0,0,0,0,1,1,0,0,1
Oscar dos Santos Emboaba Júnior,40122,-2.7732437,6.109828,1,0,0,0,0,0,0,1,62.8,13.0,57.1,10.8,0,0,1,0,0,0,0,0,0,1,1,0,0,1
Abdul Rahman Baba,12325,2.057039,23.753105,0,0,0,0,0,0,0,1,52.8,9.7,41.7,30.7,0,0,1,0,0,0,0,0,0,1,1,0,0,1
Branislav Ivanović,5594,-0.07677189,63.888184,0,0,0,0,0,0,0,1,43.2,40.5,106.9,35.6,0,0,1,0,0,0,0,0,0,1,0,1,0,0
Abdul Rahman Baba,12325,1.6669898,11.452948,0,0,0,0,0,0,0,1,54.3,6.7,53.2,18.1,0,0,0,0,0,0,0,1,1,0,1,0,0,1
Oscar dos Santos Emboaba Júnior,40122,0.8606328,14.111343,0,0,0,0,0,0,0,1,54.6,17.8,63.8,28.5,0,0,0,0,0,0,0,1,0,1,1,0,0,1
Pedro Eliezer Rodríguez Ledesma,3958,-2.2769954,8.937561,0,0,0,0,0,0,0,1,63.8,28.5,58.0,21.7,0,0,0,0,0,0,0,1,1,0,1,0,0,1
Oscar dos Santos Emboaba Júnior,40122,1.4005845,6.493843,0,0,0,0,0,0,0,1,59.4,21.5,60.5,27.9,0,0,0,0,0,0,0,1,0,1,1,0,0,1
Pedro Eliezer Rodríguez Ledesma,3958,2.8864102,14.261837,0,0,0,0,0,0,0,1,60.5,27.9,46.7,31.5,0,0,0,0,0,0,0,1,0,1,1,0,0,1
Branislav Ivanović,5594,1.0812179,15.523531,0,0,0,0,0,0,0,1,46.7,31.5,54.0,45.2,0,0,0,0,0,0,0,1,0,1,1,0,0,1
Francesc Fàbregas i Soler,3478,-0.7100693,7.5166483,0,0,0,0,0,0,0,1,60.0,46.4,65.7,41.5,0,0,0,0,0,0,0,1,0,1,1,0,0,1
Pedro Eliezer Rodríguez Ledesma,3958,-2.5111911,18.321571,0,0,0,0,0,0,0,1,65.7,41.5,50.9,30.7,0,0,0,0,0,0,0,1,1,0,1,0,0,1
Branislav Ivanović,5594,1.1974611,23.305365,0,0,0,0,0,0,0,1,52.3,35.8,60.8,57.5,0,0,0,0,0,0,0,1,0,1,1,0,0,1
John Michael Nchekwube Obinna,5475,-0.9913259,16.253307,0,0,0,0,0,0,0,1,67.6,58.5,76.5,44.9,0,0,0,0,0,0,0,1,0,1,1,0,0,1
Francesc Fàbregas i Soler,3478,-1.1129626,7.692204,0,0,0,0,0,0,0,1,81.8,44.6,85.2,37.7,0,0,0,0,0,0,0,1,0,1,1,0,0,1
Pedro Eliezer Rodríguez Ledesma,3958,0.20749623,5.8249464,0,0,0,0,0,0,0,1,84.2,38.4,89.9,39.6,0,0,0,0,0,0,0,1,0,1,1,0,0,1
Pedro Eliezer Rodríguez Ledesma,3958,1.2649175,1.9924859,0,0,0,0,0,0,0,1,110.1,22.9,110.7,24.8,0,0,0,0,0,0,0,1,1,0,0,0,1,0
Francesc Fàbregas i Soler,3478,1.7045635,43.488503,0,0,0,1,0,0,1,0,120.0,0.1,114.2,43.2,1,0,0,0,0,0,0,0,0,1,0,1,0,0
César Azpilicueta Tanco,3957,-0.65984845,22.022943,0,0,0,0,0,0,0,1,96.4,80.0,113.8,66.5,0,0,0,0,0,0,1,0,0,1,0,1,0,1
Oscar dos Santos Emboaba Júnior,40122,-0.5960281,17.279469,0,0,0,0,0,0,0,1,56.6,62.7,70.9,53.0,0,0,0,0,0,0,1,0,0,1,0,0,1,1
Branislav Ivanović,5594,1.7433742,22.128714,0,0,0,0,0,0,0,1,70.4,53.0,66.6,74.8,0,0,0,0,0,0,1,0,0,1,1,0,0,1
John Michael Nchekwube Obinna,5475,-1.9336629,20.0025,0,0,0,0,0,0,0,1,62.8,64.1,55.7,45.4,0,0,0,0,0,0,1,0,0,1,1,0,0,1
Branislav Ivanović,5594,-0.7488696,21.298122,0,0,0,0,0,0,0,1,55.0,43.8,70.6,29.3,0,0,0,0,0,0,1,0,0,1,1,0,0,0
John Michael Nchekwube Obinna,5475,-0.74460447,13.870832,0,0,0,0,0,0,0,1,68.5,49.8,78.7,40.4,0,0,0,0,0,0,1,0,0,1,1,0,0,1
César Azpilicueta Tanco,3957,-0.5822319,33.643127,0,0,0,0,0,0,0,1,91.8,77.6,119.9,59.1,0,0,0,0,0,0,1,0,0,1,1,0,0,0
John Michael Nchekwube Obinna,5475,0.0,9.0,0,0,0,0,0,0,0,1,18.8,41.2,27.8,41.2,0,0,0,0,0,0,0,1,0,1,1,0,0,1
